company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
paypal,PYPL,United States,data-scientist,7,"T28
Principal Data Scientist",345200,236800,86400,22000,,,,
paypal,PYPL,United States,program-manager,1,T22,,,,,,,,
paypal,PYPL,United States,program-manager,2,T23,,,,,,,,
paypal,PYPL,United States,program-manager,3,T24,,,,,,,,
paypal,PYPL,United States,program-manager,4,T25,186500,144200,26600,15700,,,,
paypal,PYPL,United States,program-manager,5,T26,247300,184300,41500,21500,,,,
paypal,PYPL,United States,program-manager,6,T27,296300,212800,46300,37300,,,,
paypal,PYPL,United States,program-manager,7,T28,,,,,,,,
paypal,PYPL,United States,program-manager,8,T29,,,,,,,,
paypal,PYPL,United States,business-analyst,1,"T22
Business Analyst I",123800,106300,12500,5000,,,,
paypal,PYPL,United States,business-analyst,2,"T23
Business Analyst II",103900,86000,10600,7300,,,,
paypal,PYPL,United States,business-analyst,3,"T24
Senior Business Analyst",116300,100800,8500,7000,,,,
paypal,PYPL,United States,business-analyst,4,"T25
Staff Business Analyst 1",205800,154800,36600,14500,,,,
paypal,PYPL,United States,business-analyst,5,"T26
Staff Business Analyst 2",191400,150700,24800,15900,,,,
paypal,PYPL,United States,business-analyst,6,"T27
Senior Staff Business Analyst",256300,164700,67700,24000,,,,
paypal,PYPL,United States,business-analyst,7,"T28
Principal Business Analyst",,,,,,,,
paypal,PYPL,United States,software-engineering-manager,1,"T26
Manager",300500,206500,76300,17800,,,,
paypal,PYPL,United States,software-engineering-manager,2,"T27
Senior Manager",380500,230100,107500,42900,,,,
paypal,PYPL,United States,software-engineering-manager,3,"T28
Director",493400,262000,175000,56400,,,,
paypal,PYPL,United States,software-engineering-manager,4,"T29
Senior Director",763400,313800,354200,95500,,,,
paypal,PYPL,United States,product-designer,1,"T22
Product Designer I",,,,,,,,
paypal,PYPL,United States,product-designer,2,"T23
Product Designer II",173800,137500,23000,13300,,,,
paypal,PYPL,United States,product-designer,3,"T24
Senior Product Designer",205200,149300,49200,6700,,,,
paypal,PYPL,United States,product-designer,4,"T25
Staff Product Designer 1",218100,166000,41800,10200,,,,
paypal,PYPL,United States,product-designer,5,"T26
Staff Product Designer 2",242000,171600,52200,18300,,,,
paypal,PYPL,United States,product-designer,6,"T27
Senior Staff Product Designer",303000,218700,45300,39000,,,,
paypal,PYPL,United States,product-designer,7,"T28
Principal Product Designer",380300,233300,93800,53200,,,,
charter,CHTR,United States,software-engineer,,L4,146000,146000,0,0,,,2 Years,5 Years
charter,CHTR,United States,cybersecurity-analyst,,,83150,,,,88600,77700,,
charter,CHTR,United States,solution-architect,,-,180000,180000,0,0,,,0 Years,10 Years
charter,CHTR,United States,sales,,,41200,,,,43900,38500,,
charter,CHTR,United States,information-technologist-it,,L2,93600,93600,0,0,,,1 Year,5 Years
charter,CHTR,United States,human-resources,,,107800,,,,116600,99000,,
charter,CHTR,United States,financial-analyst,,,100500,,,,107000,94000,,
charter,CHTR,United States,data-scientist,,,146750,,,,160600,132900,,
charter,CHTR,United States,business-analyst,,,112200,,,,121000,103400,,
charter,CHTR,United States,product-designer,,,148750,,,,158400,139100,,
datadog,DDOG,United States,software-engineer,1,"Software Engineer I
(Entry Level)",179500,145600,31900,2000,,,,
datadog,DDOG,United States,software-engineer,2,Software Engineer II,276400,193600,82700,0,,,,
datadog,DDOG,United States,software-engineer,3,Senior Software Engineer,432200,240400,187700,4200,,,,
datadog,DDOG,United States,software-engineer,4,Staff Software Engineer,568200,280900,287300,0,,,,
datadog,DDOG,United States,software-engineer,5,Senior Staff Software Engineer,,,,,,,,
datadog,DDOG,United States,software-engineer,6,Principal Software Engineer,,,,,,,,
datadog,DDOG,United States,sales,1,Sales I,98800,83300,10400,5000,,,,
datadog,DDOG,United States,sales,2,Sales II,77500,77500,0,0,,,,
datadog,DDOG,United States,sales,3,Senior Sales,,,,,,,,
datadog,DDOG,United States,sales,4,Staff Sales,,,,,,,,
datadog,DDOG,United States,sales,5,Senior Staff Sales,,,,,,,,
datadog,DDOG,United States,sales,6,Principal Sales,,,,,,,,
datadog,DDOG,United States,sales-engineer,1,Sales Engineer I,150000,115000,15000,20000,,,,
datadog,DDOG,United States,sales-engineer,2,Sales Engineer II,,,,,,,,
datadog,DDOG,United States,sales-engineer,3,Senior Sales Engineer,,,,,,,,
datadog,DDOG,United States,sales-engineer,4,Staff Sales Engineer,,,,,,,,
datadog,DDOG,United States,sales-engineer,5,Senior Staff Sales Engineer,,,,,,,,
datadog,DDOG,United States,sales-engineer,6,Principal Sales Engineer,,,,,,,,
datadog,DDOG,United States,data-analyst,,L2,183000,138000,45000,0,,,2 Years,4 Years
datadog,DDOG,United States,recruiter,1,Recruiter I,135000,108300,26700,0,,,,
datadog,DDOG,United States,recruiter,2,Recruiter II,174500,144500,30000,0,,,,
datadog,DDOG,United States,recruiter,3,Senior Recruiter,224800,174300,50500,0,,,,
datadog,DDOG,United States,recruiter,4,Staff Recruiter,,,,,,,,
datadog,DDOG,United States,recruiter,5,Senior Staff Recruiter,,,,,,,,
datadog,DDOG,United States,recruiter,6,Principal Recruiter,,,,,,,,
datadog,DDOG,United States,product-manager,1,Product Manager 1,208800,139800,38400,30600,,,,
datadog,DDOG,United States,product-manager,2,Product Manager 2,232000,170000,56000,6000,,,,
datadog,DDOG,United States,product-manager,3,Senior Product Manager,356500,212800,121500,22300,,,,
datadog,DDOG,United States,product-manager,4,"Staff Product Manager
Group Product Manager",468300,260000,208300,0,,,,
datadog,DDOG,United States,product-manager,5,"Principal Product Manager
Director",,,,,,,,
datadog,DDOG,United States,product-manager,6,Senior Director,,,,,,,,
datadog,DDOG,United States,product-manager,7,VP,,,,,,,,
datadog,DDOG,United States,data-scientist,1,Data Scientist I,,,,,,,,
datadog,DDOG,United States,data-scientist,2,Data Scientist II,288000,178000,110000,0,,,,
datadog,DDOG,United States,data-scientist,3,Senior Data Scientist,,,,,,,,
datadog,DDOG,United States,data-scientist,4,Staff Data Scientist,,,,,,,,
datadog,DDOG,United States,data-scientist,5,Senior Staff Data Scientist,,,,,,,,
datadog,DDOG,United States,data-scientist,6,Principal Data Scientist,,,,,,,,
datadog,DDOG,United States,marketing,,Product Marketing Manager,165000,140000,25000,0,,,1 Year,4 Years
datadog,DDOG,United States,software-engineering-manager,,L6,386000,230000,150000,6300,,,0 Years,10 Years
datadog,DDOG,United States,product-designer,1,Product Designer I,131000,113500,17500,0,,,,
datadog,DDOG,United States,product-designer,2,Product Designer II,199400,153700,45300,429,,,,
datadog,DDOG,United States,product-designer,3,Senior Product Designer,326000,182500,143500,0,,,,
datadog,DDOG,United States,product-designer,4,Staff Product Designer,,,,,,,,
datadog,DDOG,United States,product-designer,5,Senior Staff Product Designer,,,,,,,,
datadog,DDOG,United States,product-designer,6,Principal Product Designer,,,,,,,,
ge healthcare,GEHC,United States,software-engineer,1,"Edison Software Engineer
(Entry Level)",,,,,,,,
ge healthcare,GEHC,United States,software-engineer,2,Software Engineer,,,,,,,,
ge healthcare,GEHC,United States,software-engineer,3,Senior Software Engineer,133000,125000,0,8200,,,,
ge healthcare,GEHC,United States,software-engineer,4,Lead Software Engineer,,,,,,,,
ge healthcare,GEHC,United States,software-engineer,5,Staff Software Engineer,,,,,,,,
ge healthcare,GEHC,United States,software-engineer,6,Senior Staff Software Engineer,,,,,,,,
ge healthcare,GEHC,United States,software-engineer,7,Principal Software Engineer,,,,,,,,
ge healthcare,GEHC,United States,biomedical-engineer,,,129500,,,,141000,118000,,
ge healthcare,GEHC,United States,data-science-manager,,,214000,,,,228000,200000,,
ge healthcare,GEHC,United States,data-analyst,,,120500,,,,128000,113000,,
ge healthcare,GEHC,United States,product-manager,,SPB2,385000,210000,100000,75000,,,1 Year,18 Years
ge healthcare,GEHC,United States,data-scientist,,,174000,,,,189000,159000,,
ge healthcare,GEHC,United States,mechanical-engineer,,,182500,,,,197000,168000,,
ge healthcare,GEHC,United States,legal,,,333500,,,,355000,312000,,
ge healthcare,GEHC,United States,product-designer,,,120500,,,,132000,109000,,
comcast,CMCSA,United States,software-engineer,1,"Engineer 1
I
(Entry Level)",91500,87200,3100,1100,,,,
comcast,CMCSA,United States,software-engineer,2,"Engineer 2
II",119100,108500,6900,3700,,,,
comcast,CMCSA,United States,software-engineer,3,"Engineer 3
III",151500,125800,14600,11200,,,,
comcast,CMCSA,United States,software-engineer,4,Senior Engineer,178800,149900,21900,7000,,,,
comcast,CMCSA,United States,software-engineer,5,Principal Engineer,261700,191400,55700,14500,,,,
comcast,CMCSA,United States,software-engineer,6,Senior Principal Engineer,293500,194300,65900,33300,,,,
comcast,CMCSA,United States,software-engineer,7,Distinguished Engineer,360500,213800,95300,51500,,,,
comcast,CMCSA,United States,software-engineer,8,Fellow,527700,291300,163900,72500,,,,
comcast,CMCSA,United States,solution-architect,1,Solution Architect 1,,,,,,,,
comcast,CMCSA,United States,solution-architect,2,Solution Architect 2,,,,,,,,
comcast,CMCSA,United States,solution-architect,3,Solution Architect 3,,,,,,,,
comcast,CMCSA,United States,solution-architect,4,Senior Solution Architect,182100,165000,11900,5200,,,,
comcast,CMCSA,United States,solution-architect,5,Principal Solution Architect,197200,166500,21000,9700,,,,
comcast,CMCSA,United States,solution-architect,6,Senior Principal Solution Architect,,,,,,,,
comcast,CMCSA,United States,sales,,L3,67000,67000,0,0,,,5 Years,5 Years
comcast,CMCSA,United States,data-analyst,,L3,110000,102000,0,8200,,,0-1 Years,2-4 Years
comcast,CMCSA,United States,product-manager,1,"L3
Product Manager",138400,120500,10000,8000,,,,
comcast,CMCSA,United States,product-manager,2,"L4
Senior Product Manager",167800,139500,15700,12500,,,,
comcast,CMCSA,United States,product-manager,3,"L5
Director",207200,167000,15200,25000,,,,
comcast,CMCSA,United States,product-manager,4,"L6
Senior Director",290000,194800,46700,48500,,,,
comcast,CMCSA,United States,product-manager,5,"L7
Executive Director",381700,236700,96700,48300,,,,
comcast,CMCSA,United States,product-manager,6,"L8
VP",436000,258300,103300,74300,,,,
comcast,CMCSA,United States,financial-analyst,,2,81000,78000,0,3000,,,0 Years,2 Years
comcast,CMCSA,United States,data-scientist,1,Data Scientist 1,,,,,,,,
comcast,CMCSA,United States,data-scientist,2,Data Scientist 2,126700,116700,3300,6700,,,,
comcast,CMCSA,United States,data-scientist,3,Data Scientist 3,126400,111000,12100,3300,,,,
comcast,CMCSA,United States,data-scientist,4,Senior Data Scientist,155500,125000,20500,10000,,,,
comcast,CMCSA,United States,data-scientist,5,Principal Data Scientist,,,,,,,,
comcast,CMCSA,United States,data-scientist,6,Senior Principal Data Scientist,,,,,,,,
comcast,CMCSA,United States,business-analyst,1,Business Analyst 1,66000,66000,0,0,,,,
comcast,CMCSA,United States,business-analyst,2,Business Analyst 2,81800,80600,0,1200,,,,
comcast,CMCSA,United States,business-analyst,3,Business Analyst 3,111500,98000,7500,6000,,,,
comcast,CMCSA,United States,business-analyst,4,Senior Business Analyst,116200,105800,3800,6500,,,,
comcast,CMCSA,United States,business-analyst,5,Principal Business Analyst,,,,,,,,
comcast,CMCSA,United States,business-analyst,6,Senior Principal Business Analyst,,,,,,,,
comcast,CMCSA,United States,software-engineering-manager,1,"L4
Manager",187300,151300,23100,13000,,,,
comcast,CMCSA,United States,software-engineering-manager,2,"L5
Senior Manager I",215200,161900,32700,20700,,,,
comcast,CMCSA,United States,software-engineering-manager,3,"L6
Senior Manager II",255300,182100,43100,30000,,,,
comcast,CMCSA,United States,software-engineering-manager,4,"L7
Director",301500,200500,61100,39900,,,,
comcast,CMCSA,United States,software-engineering-manager,5,"L8
Senior Director",345800,221400,73600,50800,,,,
comcast,CMCSA,United States,software-engineering-manager,6,"L9
Executive Director",,,,,,,,
comcast,CMCSA,United States,software-engineering-manager,7,"L10
VP",,,,,,,,
comcast,CMCSA,United States,product-designer,1,Product Designer 1,,,,,,,,
comcast,CMCSA,United States,product-designer,2,Product Designer 2,102100,101500,0,650,,,,
comcast,CMCSA,United States,product-designer,3,Product Designer 3,140400,126500,7500,6400,,,,
comcast,CMCSA,United States,product-designer,4,Senior Product Designer,,,,,,,,
comcast,CMCSA,United States,product-designer,5,Principal Product Designer,,,,,,,,
comcast,CMCSA,United States,product-designer,6,Senior Principal Product Designer,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,1,"G1
(Entry Level)",69100,68000,0,1100,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,2,G2,73300,69800,3000,487,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,3,"G3
Senior Engineer",92500,88000,3700,720,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,4,"G4
Principal Engineer",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,5,"G5
Senior Principal Engineer",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,6,"G6
Technical Director",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,7,"G7
Fellow",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,software-engineer,8,"G8
Senior Fellow",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,1,G1,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,2,G2,71600,71000,662,0,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,3,"G3
Senior Engineer",100800,85400,10900,4500,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,4,"G4
Principal Engineer",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,5,"G5
Senior Principal",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,6,"G6
Technical Director",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,7,"G7
Fellow",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,hardware-engineer,8,"G8
Senior Fellow",,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,1,G1,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,2,G2,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,3,G3,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,4,G4,113000,97800,10600,4500,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,5,G5,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,6,G6,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,7,G7,,,,,,,,
nxp-semiconductors,NXPI,Netherlands,project-manager,8,G8,,,,,,,,
cintas,CTAS,United States,sales,,L1,48000,48000,0,0,,,1 Year,5 Years
cintas,CTAS,United States,marketing,,,87500,,,,94100,80900,,
take-two-interactive-software,TTWO,United States,software-engineer,,L4,165000,140000,25000,0,,,6 Years,6 Years
take-two-interactive-software,TTWO,United States,cybersecurity-analyst,,,71350,,,,77400,65300,,
take-two-interactive-software,TTWO,United States,data-science-manager,,,211050,,,,226800,195300,,
take-two-interactive-software,TTWO,United States,information-technologist-it,,,146750,,,,157700,135800,,
take-two-interactive-software,TTWO,United States,project-manager,,,52800,,,,57300,48300,,
take-two-interactive-software,TTWO,United States,product-manager,,L4,265000,225000,20000,20000,,,2-4 Years,5-10 Years
take-two-interactive-software,TTWO,United States,human-resources,,,138200,,,,151300,125100,,
take-two-interactive-software,TTWO,United States,data-scientist,,L3,180000,180000,0,0,,,3 Years,7 Years
take-two-interactive-software,TTWO,United States,marketing,,-,250000,250000,0,0,,,3 Years,10 Years
take-two-interactive-software,TTWO,United States,product-designer,,L2,75000,75000,0,0,,,1 Year,1 Year
astrazeneca,AZN,United Kingdom,software-engineer,1,"Software Engineer
(Entry Level)",91100,78700,4600,7800,,,,
astrazeneca,AZN,United Kingdom,software-engineer,2,Senior Software Engineer,130900,110300,0,20600,,,,
astrazeneca,AZN,United Kingdom,software-engineer,3,Lead Software Engineer,,,,,,,,
astrazeneca,AZN,United Kingdom,software-engineer,4,Associate Principal Software Engineer,137200,132800,0,4300,,,,
astrazeneca,AZN,United Kingdom,software-engineer,5,Principal Software Engineer,,,,,,,,
astrazeneca,AZN,United Kingdom,biomedical-engineer,,,59400,,,,65000,53800,,
astrazeneca,AZN,United Kingdom,data-science-manager,,,121850,,,,129800,113900,,
astrazeneca,AZN,United Kingdom,data-analyst,,,40100,,,,43400,36800,,
astrazeneca,AZN,United Kingdom,financial-analyst,,,40200,,,,43500,36900,,
astrazeneca,AZN,United Kingdom,data-scientist,1,Data Scientist,,,,,,,,
astrazeneca,AZN,United Kingdom,data-scientist,2,Senior Data Scientist,88900,75600,2400,10900,,,,
astrazeneca,AZN,United Kingdom,data-scientist,3,Lead Data Scientist,,,,,,,,
astrazeneca,AZN,United Kingdom,data-scientist,4,Associate Principal Data Scientist,,,,,,,,
astrazeneca,AZN,United Kingdom,data-scientist,5,Principal Data Scientist,,,,,,,,
astrazeneca,AZN,United Kingdom,chief-of-staff,,,107800,,,,116600,99000,,
astrazeneca,AZN,United Kingdom,business-analyst,,,101900,,,,109500,94300,,
astrazeneca,AZN,United Kingdom,business-development,,,136300,,,,147000,125600,,
astrazeneca,AZN,United Kingdom,administrative-assistant,,,80400,,,,88000,72800,,
applied materials,AMAT,United States,software-engineer,1,"Software Engineer I
(Entry Level)",123500,106300,6100,11100,,,,
applied materials,AMAT,United States,software-engineer,2,Software Engineer II,146500,129400,8100,9000,,,,
applied materials,AMAT,United States,software-engineer,3,Software Engineer III,155900,135200,10100,10600,,,,
applied materials,AMAT,United States,software-engineer,4,Software Engineer IV,236600,177800,26600,32200,,,,
applied materials,AMAT,United States,software-engineer,5,Software Engineer V,261300,203800,38800,18800,,,,
applied materials,AMAT,United States,hardware-engineer,1,Hardware Engineer I,111900,107000,1500,3400,,,,
applied materials,AMAT,United States,hardware-engineer,2,Hardware Engineer II,122000,112500,3400,6100,,,,
applied materials,AMAT,United States,hardware-engineer,3,Hardware Engineer III,160600,141700,10300,8500,,,,
applied materials,AMAT,United States,hardware-engineer,4,Hardware Engineer IV,210300,160600,24600,25100,,,,
applied materials,AMAT,United States,hardware-engineer,5,Hardware Engineer V,293600,198700,46900,48000,,,,
applied materials,AMAT,United States,process-engineer,,L3,165000,140000,10000,15000,,,2 Years,2 Years
applied materials,AMAT,United States,project-manager,,E2 senior,144000,125000,3000,16300,,,0 Years,2 Years
applied materials,AMAT,United States,product-manager,1,Product Manager I,104900,94400,2900,7700,,,,
applied materials,AMAT,United States,product-manager,2,Product Manager II,155800,130800,11700,13300,,,,
applied materials,AMAT,United States,product-manager,3,Product Manager III,155900,140100,7600,8200,,,,
applied materials,AMAT,United States,product-manager,4,Product Manager IV,210500,169200,16800,24500,,,,
applied materials,AMAT,United States,product-manager,5,Product Manager V,293600,201100,40800,51700,,,,
applied materials,AMAT,United States,financial-analyst,,Data Scientist II,125000,125000,0,0,,,0 Years,3 Years
applied materials,AMAT,United States,technical-program-manager,1,Technical Program Manager I,119300,101700,3300,14400,,,,
applied materials,AMAT,United States,technical-program-manager,2,Technical Program Manager II,116700,105000,3300,8300,,,,
applied materials,AMAT,United States,technical-program-manager,3,Technical Program Manager III,161500,139700,6900,15000,,,,
applied materials,AMAT,United States,technical-program-manager,4,Technical Program Manager IV,215600,164500,21700,29400,,,,
applied materials,AMAT,United States,technical-program-manager,5,Technical Program Manager V,251400,176000,36300,39200,,,,
applied materials,AMAT,United States,program-manager,1,Program Manager I,,,,,,,,
applied materials,AMAT,United States,program-manager,2,Program Manager II,130000,112500,2500,15000,,,,
applied materials,AMAT,United States,program-manager,3,Program Manager III,174100,147400,11700,15000,,,,
applied materials,AMAT,United States,program-manager,4,Program Manager IV,220500,176800,15600,28000,,,,
applied materials,AMAT,United States,program-manager,5,Program Manager V,265600,186100,38800,40800,,,,
applied materials,AMAT,United States,chemical-engineer,,E3,150000,150000,0,0,,,2 Years,2 Years
applied materials,AMAT,United States,mechanical-engineer,1,Mechanical Engineer I,101400,91500,2300,7700,,,,
applied materials,AMAT,United States,mechanical-engineer,2,Mechanical Engineer II,129900,116300,4600,9000,,,,
applied materials,AMAT,United States,mechanical-engineer,3,Mechanical Engineer III,183600,152100,16300,15200,,,,
applied materials,AMAT,United States,mechanical-engineer,4,Mechanical Engineer IV,209900,161600,22900,25400,,,,
applied materials,AMAT,United States,mechanical-engineer,5,Mechanical Engineer V,256600,181800,35000,39900,,,,
vertex,VRTX,United States,software-engineer,,,130650,,,,141700,119600,,
vertex,VRTX,United States,product-manager,,,139600,,,,150100,129100,,
arm,ARM,United Kingdom,software-engineer,1,"Grade 2
Graduate Engineer
(Entry Level)",76400,61800,13000,1600,,,,
arm,ARM,United Kingdom,software-engineer,2,"Grade 3
Engineer",98300,75400,20800,2100,,,,
arm,ARM,United Kingdom,software-engineer,3,"Grade 4
Senior Engineer",151600,99600,50600,1500,,,,
arm,ARM,United Kingdom,software-engineer,4,"Grade 5
Staff Engineer",239900,134400,105600,0,,,,
arm,ARM,United Kingdom,software-engineer,5,"Grade 6
Principal Engineer",245300,148100,84300,12900,,,,
arm,ARM,United Kingdom,software-engineer,6,"Grade 7
Senior Principal Engineer",400500,223100,177500,0,,,,
arm,ARM,United Kingdom,software-engineer,7,"Grade 8
Distinguished Engineer",,,,,,,,
arm,ARM,United Kingdom,software-engineer,8,"Grade 9
Fellow",,,,,,,,
arm,ARM,United Kingdom,hardware-engineer,1,Graduate Hardware Engineer,60900,53700,6100,1100,,,,
arm,ARM,United Kingdom,hardware-engineer,2,Hardware Engineer,86500,67400,12700,6400,,,,
arm,ARM,United Kingdom,hardware-engineer,3,Senior Hardware Engineer,154000,91800,61600,616,,,,
arm,ARM,United Kingdom,hardware-engineer,4,Staff Hardware Engineer,210900,130500,79400,921,,,,
arm,ARM,United Kingdom,hardware-engineer,5,Principal Hardware Engineer,232100,147100,80700,4300,,,,
arm,ARM,United Kingdom,hardware-engineer,6,Senior Principal Hardware Engineer,,,,,,,,
arm,ARM,United Kingdom,hardware-engineer,7,Distinguished Hardware Engineer,,,,,,,,
arm,ARM,United Kingdom,hardware-engineer,8,Fellow Hardware Engineer,,,,,,,,
arm,ARM,United Kingdom,business-operations-manager,,,75200,,,,80800,69600,,
arm,ARM,United Kingdom,electrical-engineer,,,331650,,,,356400,306900,,
arm,ARM,United Kingdom,data-scientist,,,181800,,,,196100,167500,,
arm,ARM,United Kingdom,accountant,,,110550,,,,121000,100100,,
arm,ARM,United Kingdom,business-development,,,280300,,,,301400,259200,,
arm,ARM,United Kingdom,software-engineering-manager,1,Grade 2,,,,,,,,
arm,ARM,United Kingdom,software-engineering-manager,2,Grade 3,,,,,,,,
arm,ARM,United Kingdom,software-engineering-manager,3,Grade 4,,,,,,,,
arm,ARM,United Kingdom,software-engineering-manager,4,Grade 5,,,,,,,,
arm,ARM,United Kingdom,software-engineering-manager,5,Grade 6,198000,144200,33100,20600,,,,
arm,ARM,United Kingdom,software-engineering-manager,6,Grade 7,367400,188400,165600,13400,,,,
arm,ARM,United Kingdom,software-engineering-manager,7,Grade 8,,,,,,,,
arm,ARM,United Kingdom,software-engineering-manager,8,Grade 9,,,,,,,,
arm,ARM,United Kingdom,administrative-assistant,,,164200,,,,174900,153500,,
mondelez-international,MDLZ,United States,software-engineer,,,15650,,,,16800,14500,,
mondelez-international,MDLZ,United States,data-science-manager,,,114400,,,,123700,105100,,
mondelez-international,MDLZ,United States,sales,,,37900,,,,40700,35100,,
mondelez-international,MDLZ,United States,data-analyst,,,25250,,,,26900,23600,,
mondelez-international,MDLZ,United States,recruiter,,,93000,,,,101900,84100,,
mondelez-international,MDLZ,United States,business-analyst,,,17200,,,,18500,15900,,
mondelez-international,MDLZ,United States,marketing,,,176100,,,,187600,164600,,
costco-wholesale,COST,United States,software-engineer,1,"L1
(Entry Level)",87200,87200,0,0,,,,
costco-wholesale,COST,United States,software-engineer,2,L2,112700,112500,0,176,,,,
costco-wholesale,COST,United States,software-engineer,3,L3,139900,137900,2100,0,,,,
costco-wholesale,COST,United States,software-engineer,4,L4,166800,161100,2200,3600,,,,
costco-wholesale,COST,United States,cybersecurity-analyst,1,L1,75300,75300,0,0,,,,
costco-wholesale,COST,United States,cybersecurity-analyst,2,L2,131500,127500,4000,0,,,,
costco-wholesale,COST,United States,cybersecurity-analyst,3,L3,,,,,,,,
costco-wholesale,COST,United States,cybersecurity-analyst,4,L4,,,,,,,,
costco-wholesale,COST,United States,sales,1,L1,44800,44800,0,0,,,,
costco-wholesale,COST,United States,sales,2,L2,,,,,,,,
costco-wholesale,COST,United States,sales,3,L3,,,,,,,,
costco-wholesale,COST,United States,sales,4,L4,,,,,,,,
costco-wholesale,COST,United States,information-technologist-it,1,L1,82000,81300,0,750,,,,
costco-wholesale,COST,United States,information-technologist-it,2,L2,,,,,,,,
costco-wholesale,COST,United States,information-technologist-it,3,L3,,,,,,,,
costco-wholesale,COST,United States,information-technologist-it,4,L4,,,,,,,,
costco-wholesale,COST,United States,project-manager,,L2,130000,130000,0,0,,,3 Years,10 Years
costco-wholesale,COST,United States,customer-service,1,L1,53600,53600,0,0,,,,
costco-wholesale,COST,United States,customer-service,2,L2,,,,,,,,
costco-wholesale,COST,United States,customer-service,3,L3,,,,,,,,
costco-wholesale,COST,United States,customer-service,4,L4,,,,,,,,
costco-wholesale,COST,United States,product-manager,1,L1,,,,,,,,
costco-wholesale,COST,United States,product-manager,2,L2,,,,,,,,
costco-wholesale,COST,United States,product-manager,3,L3,177500,152500,20000,5000,,,,
costco-wholesale,COST,United States,product-manager,4,L4,,,,,,,,
costco-wholesale,COST,United States,accountant,,-,88000,88000,0,0,,,1 Year,2 Years
costco-wholesale,COST,United States,software-engineering-manager,1,L1,,,,,,,,
costco-wholesale,COST,United States,software-engineering-manager,2,L2,208300,157800,38500,12000,,,,
costco-wholesale,COST,United States,software-engineering-manager,3,L3,,,,,,,,
costco-wholesale,COST,United States,software-engineering-manager,4,L4,,,,,,,,
costco-wholesale,COST,United States,product-designer,1,L1,92000,92000,0,0,,,,
costco-wholesale,COST,United States,product-designer,2,L2,117300,117300,0,0,,,,
costco-wholesale,COST,United States,product-designer,3,L3,,,,,,,,
costco-wholesale,COST,United States,product-designer,4,L4,,,,,,,,
intuitive,ISRG,United States,software-engineer,1,"Software Engineer 1
(Entry Level)",119300,108500,10800,0,,,,
intuitive,ISRG,United States,software-engineer,2,Software Engineer 2,132000,117500,9500,5000,,,,
intuitive,ISRG,United States,software-engineer,3,Software Engineer 3,233500,166600,47400,19500,,,,
intuitive,ISRG,United States,software-engineer,4,Senior Software Engineer,338000,198100,113000,26900,,,,
intuitive,ISRG,United States,software-engineer,5,Staff Software Engineer,393500,195700,158300,39500,,,,
intuitive,ISRG,United States,software-engineer,6,Principal Software Engineer,,,,,,,,
intuitive,ISRG,United States,hardware-engineer,1,Hardware Engineer 1,,,,,,,,
intuitive,ISRG,United States,hardware-engineer,2,Hardware Engineer 2,,,,,,,,
intuitive,ISRG,United States,hardware-engineer,3,Hardware Engineer 3,,,,,,,,
intuitive,ISRG,United States,hardware-engineer,4,Senior Hardware Engineer,308000,200000,73400,34600,,,,
intuitive,ISRG,United States,hardware-engineer,5,Staff Hardware Engineer,,,,,,,,
intuitive,ISRG,United States,hardware-engineer,6,Principal Hardware Engineer,,,,,,,,
intuitive,ISRG,United States,controls-engineer,,L4,255000,190000,37000,28000,,,1 Year,7 Years
intuitive,ISRG,United States,project-manager,1,Project Manager 1,,,,,,,,
intuitive,ISRG,United States,project-manager,2,Project Manager 2,,,,,,,,
intuitive,ISRG,United States,project-manager,3,Project Manager 3,,,,,,,,
intuitive,ISRG,United States,project-manager,4,Senior Project Manager,201300,201300,0,0,,,,
intuitive,ISRG,United States,project-manager,5,Staff Project Manager,,,,,,,,
